"taxon","(Intercept).x","qval","treatment","(Intercept).y","lfc","Kingdom","Phylum","Class","Order","Family","Genus","species","label","direction"
"41597",2.25022483373929e-31,1,"doxil",4.01713840970739,-0.00464322976002662,"k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified","LKT_f__Bacteria_unclassified","LKT_f__Bacteria_unclassified",NA,"No change"
"41589",1.3285969112567e-21,1,"doxil",4.62688556035099,0.519654198779363,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnospiraceae_unclassified","s__Lachnospiraceae_unclassified_SGB41589",NA,"No change"
"29426",1,1,"doxil",-1.22526473706086,3.01072860857005,"k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified","g__Bacteria_unclassified","s__bacterium_1xD42_87",NA,"No change"
"41625",2.00606519959697e-25,1,"doxil",2.94975581280751,-0.302589274971436,"k__Bacteria","p__Bacteria_unclassified","LKT_p__Bacteria_unclassified","LKT_p__Bacteria_unclassified","LKT_p__Bacteria_unclassified","LKT_p__Bacteria_unclassified","LKT_p__Bacteria_unclassified",NA,"No change"
"41627",1,1,"doxil",-2.1592098287317,2.48587276905298,"k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified","g__Bacteria_unclassified","s__bacterium_1xD8_48",NA,"No change"
"29425",0.0100076294456604,1,"doxil",-3.99206517074207,1.22587893798107,"k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified","g__Bacteria_unclassified","s__bacterium_0_1xD8_82",NA,"No change"
"41558",1.33302289062112e-117,1,"doxil",4.97318753143565,0.0928148262720763,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnospiraceae_unclassified","s__Lachnospiraceae_bacterium",NA,"No change"
"41548",0.0110755028150269,1,"doxil",-3.70195936214674,1.24931721500351,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Acetatifactor","s__Acetatifactor_sp_DSM_110981",NA,"No change"
"41546",3.5051619990271e-93,1,"doxil",-5.88230269521005,2.63105406957557,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Acetatifactor","s__Acetatifactor_SGB41546",NA,"No change"
"102258",3.5051619990271e-93,1,"doxil",-5.88230269521005,2.07774602730437,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Acetatifactor","s__Acetatifactor_SGB102258",NA,"No change"
"41647",1,1,"doxil",-1.9641870842544,2.52498601767541,"k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified","g__Bacteria_unclassified","s__bacterium_1XD42_76",NA,"No change"
"41663",1,1,"doxil",-2.64179593347954,-1.58812317315736,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridiaceae_unclassified","s__Clostridiaceae_unclassified_SGB41663",NA,"No change"
"29422",1,1,"doxil",0.413010659006791,-2.41889272788441,"k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified","g__Bacteria_unclassified","s__bacterium_D16_56",NA,"No change"
"41701",1,1,"doxil",-1.62101474708668,1.88005311866767,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacteriaceae_unclassified","s__Eubacteriaceae_bacterium",NA,"No change"
"41704",1.13721655470371e-06,1,"doxil",2.54300323627248,0.15302670270137,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","LKT_f__Eubacteriaceae","LKT_f__Eubacteriaceae",NA,"No change"
"7277",1,1,"doxil",-2.74269802208901,1.23195543596511,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnospiraceae_unclassified","s__Lachnospiraceae_bacterium_A2",NA,"No change"
"7270",1,1,"doxil",-1.08747617153631,1.61517612871342,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Schaedlerella","s__Schaedlerella_arabinosiphila",NA,"No change"
"41424",1,1,"doxil",-2.34150655716162,-3.10317592880293,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnospiraceae_unclassified","s__Lachnospiraceae_unclassified_SGB41424",NA,"No change"
"7279",1,1,"doxil",-2.96154178895611,-3.61293817995596,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnospiraceae_unclassified","s__Lachnospiraceae_bacterium_MD308",NA,"No change"
"41414",1,1,"doxil",2.40792083957338,-5.6489698948427,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Lachnospiraceae_unclassified","s__Lachnospiraceae_unclassified_SGB41414",NA,"No change"
"41410",0.112783370955932,1,"doxil",-3.79229394637435,2.64265431808883,"k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Lachnospiraceae","g__Sporofaciens","s__Sporofaciens_musculi",NA,"No change"
